CellID,cellType,HIF1A,ATP1A2,FGFR3,LMO3,TGFBI,ANXA2,EGFR,MBP,SOX9,STMN2,dimension 1,dimension 2,dimension 3,Dataset
GSM1657950,Neuron,0,0,0,10.465797,0,0,0,41.863190000000003,0,519.80129999999997,-6.7450595,-1.6579151000000001,-7.8738900000000003,Atlas
GSM1657951,Neuron,0,1146.01,0,0,0,0,0,2650.4087,0,0,-4.7827510000000002,1.4389079,-13.903801,Atlas
GSM1657952,Neuron,334.25787000000003,0,0,0,0,0,3.5559349999999998,60.450893000000001,0,618.73266999999998,-7.0286226000000003,-2.1143363000000002,-7.8340810000000003,Atlas
GSM1657953,Neuron,0,0,8.7296600000000009,0,0,0,0,0,8.7296600000000009,17.459320000000002,-4.7443350000000004,4.6812269999999998,2.6059386999999998,Atlas
GSM1657954,Neuron,0,0,0,75.710650000000001,0,0,0,1118.4528,0,209.92497,-6.6802334999999999,-1.9954196,-7.9686102999999999,Atlas
GSM1657955,Neuron,306.09386999999998,2.8876780000000002,0,0,0,0,0,352.29671999999999,0,375.39812999999998,-6.8697986999999996,-2.1996926999999999,-7.8702927000000003,Atlas
GSM1657956,Neuron,327.58533,2.0346915999999999,0,0,0,0,4.0693830000000002,0,0,146.49779000000001,-7.0172829999999999,-2.0683370000000001,-7.8189564000000003,Atlas
GSM1657957,Neuron,61.908993000000002,0,0,1106.3737000000001,0,0,0,1.9970644,0,219.67707999999999,-6.9456635000000002,-2.0898029999999999,-7.6526484000000004,Atlas
GSM1657958,Neuron,0,0,0,433.70281999999997,0,0,28.491426000000001,0,1.582857,764.51995999999997,-7.0151553,-2.0477574000000001,-7.8071130000000002,Atlas
GSM1657959,Neuron,0,0,0,0,0,0,121.36051999999999,556.8306,0,253.42931999999999,-6.6415649999999999,-1.8551564,-8.0067880000000002,Atlas
GSM1657960,Neuron,33.241734000000001,0.92338149999999997,0,693.45952999999997,0,0,0,180.98276999999999,112.65254,851.35770000000002,-6.9993787000000003,-1.8308004,-7.8030249999999999,Atlas
GSM1657961,Neuron,26.685970000000001,0,0,166.78730999999999,0,0,0,2311.672,253.51670999999999,467.00445999999999,-6.7935829999999999,-1.7910710000000001,-7.837542,Atlas
GSM1657962,Neuron,0,0,0,643.86389999999994,0,0,0,0,0,226.65163000000001,-7.0094742999999999,-1.8810423999999999,-7.8436111999999998,Atlas
GSM1657963,Neuron,156.52584999999999,0,0,0,0,0,107.99071000000001,18.200679999999998,0,54.602043000000002,-6.8754520000000001,-1.9143106000000001,-7.8923335000000003,Atlas
GSM1657964,Neuron,62.986702000000001,0,0,2.0995566999999999,0,0,0,0,0,4.1991133999999999,-6.5408099999999996,-1.9446056,-7.9920187,Atlas
GSM1657965,Astrocyte,24.942838999999999,1462.2738999999999,5.1964249999999996,607.98170000000005,0,0,1.039285,0,498.85678000000001,0,-5.7567029999999999,0.87206189999999995,-6.5138480000000003,Atlas
GSM1657966,Neuron,0,0,0,48.539920000000002,0,0,28.045286000000001,0,6.4719889999999998,134.83311,-6.6856612999999996,-1.8011998,-7.9417366999999999,Atlas
GSM1657967,Neuron,40.295513,0,0,439.5874,0,4.5790357999999998,0,232.61500000000001,5.4948424999999999,357.16476,-6.8719760000000001,-2.1555971999999999,-7.9246235,Atlas
GSM1657968,Neuron,0,0,0,0,0,0,564.24980000000005,0,56.010089999999998,51.861195000000002,-6.6830020000000001,-1.9263703000000001,-7.9004120000000002,Atlas
GSM1657969,Astrocyte,0,1679.8472999999999,492.74265000000003,642.54395,0,0,0,0.94214653999999998,219.52014,0.94214653999999998,-5.7996764000000001,0.83917092999999998,-6.5393075999999999,Atlas
GSM1657970,Neuron,0,12.293847,0,3.0734618,0,0,33.808083000000003,0,0,439.50504000000001,-6.5666656000000003,-1.7362337000000001,-8.0557459999999992,Atlas
GSM1657971,Neuron,104.44257,1.5359201,0,834.00463999999999,0,0,0,0,3.8398004000000001,1335.4825000000001,-6.8426894999999996,-1.9478521,-7.9671700000000003,Atlas
GSM1657972,Endothelial,2.6758168000000002,1613.5174999999999,0,0,0,178.38779,0,0.89193889999999998,0,0,-5.5300273999999998,-5.8228945999999997,0.12235546999999999,Atlas
GSM1657973,Neuron,92.279899999999998,51.463790000000003,0,3.5492270000000001,0,0,0,12.422294000000001,0,503.99020000000002,-6.86503,-1.7969141,-7.7791750000000004,Atlas
GSM1657974,Neuron,0,0,0,7.2152779999999996,0,0,0,1.4430556000000001,0,49.063890000000001,-6.4833445999999997,-1.7744310000000001,-8.1699830000000002,Atlas
GSM1657975,Astrocyte,59.513725000000001,5538.21,8.0114629999999991,440.63049999999998,0,0,34.334842999999999,0,1677.8293000000001,0,-5.7488219999999997,0.87415469999999995,-6.4917363999999997,Atlas
GSM1657976,Neuron,14.903019,52.160564000000001,22.354527999999998,7.4515095000000002,44.709057000000001,7.4515095000000002,37.257545,44.709057000000001,7.4515095000000002,119.22414999999999,-7.070214,-2.0038550000000002,-7.7661350000000002,Atlas
GSM1657977,Neuron,75.488159999999993,60.576915999999997,0,140.72484,0,0,0,431.49401999999998,0,1087.5886,-6.9655446999999997,-2.0784175,-7.7621206999999997,Atlas
GSM1657978,Neuron,3.256894,312.66183000000001,0,26.055153000000001,0,0,0,0,0,55.367199999999997,-6.7417350000000003,-1.6365907,-7.7881650000000002,Atlas
GSM1657979,Astrocyte,200.74661,3497.9836,210.10785000000001,534.63085999999998,0,0,0,216.34868,535.67100000000005,0,-5.7362757000000002,0.91878579999999999,-6.5398050000000003,Atlas
GSM1657980,Neuron,27.745453000000001,0,1.6320854,0,0,0,639.77750000000003,0,0,0,-6.5012309999999998,-1.8904293999999999,-8.0404049999999998,Atlas
GSM1657981,Astrocyte,87.036995000000005,3632.4175,170.76877999999999,1759.4694,0,0,0,0,969.52606000000003,0,-5.7364154000000003,0.86760139999999997,-6.7025319999999997,Atlas
GSM1657982,Neuron,34.968139999999998,208.86376999999999,0,0,0,0,0,50.089500000000001,0,1203.0930000000001,-6.9161859999999997,-1.6788206999999999,-7.7572720000000004,Atlas
GSM1657983,Neuron,0,0,0,11.961830000000001,0,32.895029999999998,68.780519999999996,17.942744999999999,0,92.704179999999994,-6.8363886000000003,-2.1560092000000002,-7.8895660000000003,Atlas
GSM1657984,Neuron,0,2.8909587999999999,0,20.236712000000001,0,0,0,1569.7906,199.47617,370.04271999999997,-6.8383500000000002,-1.8926263999999999,-7.7971500000000002,Atlas
GSM1657985,Neuron,0,1.7732445999999999,0,0,0,0,24.825424000000002,161.36525,0,72.703025999999994,-6.7095359999999999,-1.7229951999999999,-7.9283514000000004,Atlas
GSM1657986,Neuron,19.419718,0,0,0,0,0,0,853.44550000000004,0,327.06894,-6.8367440000000004,-1.9815967000000001,-7.8066816000000001,Atlas
GSM1657987,Neuron,0,0,0,0,0,0,0,0,49.24577,147.7373,-7.0027189999999999,-1.960189,-7.7557039999999997,Atlas
GSM1657988,Neuron,0,0,0,0,0,2.1462037999999999,23.608239999999999,0,0,568.74396000000002,-6.8136229999999998,-1.8890795,-7.8211279999999999,Atlas
GSM1657989,Neuron,16.617864999999998,19.941438999999999,0,0,0,0,33.235729999999997,1053.5726,402.15233999999998,6.6471460000000002,-6.5649376000000004,-1.7291634,-8.0267149999999994,Atlas
GSM1657990,Neuron,147.27144000000001,0,0,0,0,0,0,0,218.53181000000001,538.41174000000001,-6.8674200000000001,-2.0275142000000002,-7.8703737,Atlas
GSM1657991,Neuron,0,999.13933999999995,0,11.870963,0,0,0,0,0,1913.2035000000001,-6.6070422999999998,-1.7594945,-8.1035140000000006,Atlas
GSM1657992,Astrocyte,46.677245999999997,6074.7103999999999,46.677245999999997,1987.1170999999999,0,0,0,6.6681780000000002,486.77699999999999,0,-5.7840590000000001,0.84943265000000001,-6.4979329999999997,Atlas
GSM1657993,Endothelial,490.22269999999997,12653.174999999999,0,0,0,52.694946000000002,0,0,0,0,-5.5552381999999998,-5.8242799999999999,0.10789066,Atlas
GSM1657994,microglia,3235.1208000000001,0,0,0,0,22.984873,0,0,0,0,5.1432247000000002,-3.3703846999999998,-3.1187548999999999,Atlas
GSM1657995,Endothelial,48.218449999999997,0,0,0,0,0,0,0,0,0,-4.7982072999999996,-5.2833657000000001,-0.7292459,Atlas
GSM1657996,microglia,1272.7184,0,0,0,0,0,0,0,0,0,5.0199822999999997,-4.6338299999999997,-3.1300066000000002,Atlas
GSM1657997,microglia,5892.915,0,0,0,0,0,0,58.609462999999998,0,0,5.1103907,-3.4081017999999998,-3.1146622000000002,Atlas
GSM1657998,Astrocyte,0,4691.7389999999996,26.210830000000001,0,0,0,0,436.84719999999999,3927.2559999999999,0,-5.7371736000000002,0.79692125000000003,-6.5364922999999999,Atlas
GSM1657999,microglia,246.24348000000001,5.239223,0,0,0,0,0,115.2629,0,0,5.1796875,-3.3056942999999999,-3.1715680000000002,Atlas
GSM1658000,Astrocyte,0,9349.7070000000003,956.89966000000004,0,0,0,0,0,0,4.9838524,-5.7966230000000003,0.80051740000000005,-6.5240005999999999,Atlas
GSM1658001,Neuron,48.299847,0,0,6.0374809999999997,0,0,0,748.64760000000001,0,0,-6.3999709999999999,-1.7862408999999999,-8.1429580000000001,Atlas
GSM1658002,Neuron,2.6253920000000002,0,0,74.823670000000007,0,115.51725,0,564.45929999999998,0,1159.1106,-6.8013477,-1.6391568999999999,-7.8272469999999998,Atlas
GSM1658003,fetal_quiescent,10.163841,0,0,0,0,0,0,0,423.49338,2076.8114999999998,-5.1381316000000004,1.3731422,-14.324082000000001,Atlas
GSM1658004,Endothelial,0,912.74480000000005,2.3166112999999999,0,0,1005.4093,0,0,0,0,-5.2921113999999996,-6.2804155000000002,0.63552432999999997,Atlas
GSM1658005,Neuron,8.3276420000000009,5.5517615999999999,0,446.91683999999998,0,8.3276420000000009,0,41.638213999999998,0,324.77807999999999,-6.9332549999999999,-2.0191029999999999,-7.8538579999999998,Atlas
GSM1658006,Astrocyte,4462.5100000000002,5274.7475999999997,179.7218,314.07693,0,0,2.6173077,0,260.85834,0,-6.0299290000000001,0.41780450000000002,-6.6968769999999997,Atlas
GSM1658007,Astrocyte,72.381255999999993,3558.3139999999999,45.238280000000003,771.63585999999998,0,0,0,0,865.99000000000001,0,-6.0569176999999996,0.37202930000000001,-6.7278295000000004,Atlas
GSM1658009,Neuron,406.47800000000001,17.184436999999999,3.3046991999999999,644.41629999999998,0,0.66093990000000002,0.66093990000000002,103.767555,0,22.471954,-6.8905050000000001,-2.222486,-7.8753580000000003,Atlas
GSM1658010,Astrocyte,424.35367000000002,4015.8044,287.46539999999999,331.02075000000002,0,0,1.2444389,0,273.77654999999999,0,-6.1137695000000001,0.28771868,-6.7788240000000002,Atlas
GSM1658012,Neuron,205.28679,8.7356079999999992,2.1839019999999998,338.50482,0,0,24.022922999999999,0,0,1188.0427,-6.9068556000000001,-2.0652157999999998,-7.8155875000000004,Atlas
GSM1658014,Neuron,11.257527,49.123756,0,0,0,0,35.819405000000003,202.63548,4.0936459999999997,635.53859999999997,-6.9014882999999996,-2.0670829999999998,-7.7775449999999999,Atlas
GSM1658016,Astrocyte,2.254845,3855.7847000000002,255.92488,446.45925999999997,0,0,444.20443999999998,31.567827000000001,1001.1511,0,-5.8593570000000001,0.66609322999999998,-6.5877457000000001,Atlas
GSM1658017,Astrocyte,133.01455999999999,2910.7732000000001,1204.0409,732.44380000000001,0,0,167.56379999999999,36.276699999999998,343.76490000000001,0,-5.9228059999999996,0.55059829999999998,-6.6072245000000001,Atlas
GSM1658018,Oligodendrocyte,7.9162699999999999,57.392955999999998,8.9058039999999998,0,0,0,8.9058039999999998,12213.814,0,0,-6.4492744999999996,-15.422651999999999,3.0414216999999999,Atlas
GSM1658020,Astrocyte,593.82140000000004,4570.6255000000001,30.306674999999998,732.09564,0,0,547.41430000000003,0,892.15279999999996,0,-6.0635529999999997,0.38914779999999999,-6.7349972999999999,Atlas
GSM1658021,Astrocyte,605.0317,2394.9753000000001,79.646199999999993,0,0,0,5.589207,0,1523.059,0,-6.0171156000000003,0.43405584000000003,-6.6844033999999999,Atlas
GSM1658025,Neuron,25.284770000000002,263.68401999999998,65.017979999999994,110.16936,0,0,307.02936,1.806055,178.79944,169.76917,-6.7189019999999999,-1.6540583,-7.712974,Atlas
GSM1658026,Astrocyte,456.57474000000002,2374.1887000000002,266.43950000000001,450.32028000000003,1.2508897000000001,0,253.9306,0,1119.5463,0,-5.9211910000000003,0.57453995999999996,-6.6191506000000002,Atlas
GSM1658027,Astrocyte,291.14965999999998,2375.6574999999998,997.34247000000005,23.230025999999999,0,0,6.194674,0,188.93754999999999,0,-5.9721684000000002,0.51250070000000003,-6.6416735999999998,Atlas
GSM1658029,Astrocyte,392.63222999999999,3706.9841000000001,344.07645000000002,360.81981999999999,0,0,6.6973520000000004,0,736.70870000000002,0,-6.0219196999999998,0.42990664000000001,-6.6967970000000001,Atlas
GSM1658031,Astrocyte,15.589567000000001,4693.6589999999997,145.10289,23.98395,0,0,77.947839999999999,67.155060000000006,107.92777,0,-5.8811609999999996,0.66090740000000003,-6.5765523999999997,Atlas
GSM1658032,Neuron,0,2.3405901999999998,0.78019669999999997,629.61879999999996,0,0,0.78019669999999997,0,2.3405901999999998,755.23046999999997,-6.8671864999999999,-1.5664377,-7.76274,Atlas
GSM1658033,Neuron,3.063596,245.7004,26.346926,71.688149999999993,0,0,4.2890344000000002,3.6763150000000002,0,213.839,-6.849653,-2.0102023999999998,-7.7673163000000001,Atlas
GSM1658034,Neuron,245.96376000000001,103.67659,85.801315000000002,94.381450000000001,0,0,17.160263,111.54170999999999,55.770854999999997,516.9529,-6.9431805999999998,-1.8214165,-7.6691799999999999,Atlas
GSM1658035,Neuron,30.134236999999999,118.218925,0,0,0,0,16.226127999999999,0,2.3180182,67.222530000000006,-6.7335266999999996,-1.8260273,-7.8556156000000001,Atlas
GSM1658037,Neuron,114.67157,10.147926,0,0,0,0,1.5221889,0,0,1021.3887999999999,-6.7807170000000001,-1.8029238000000001,-7.8609495000000003,Atlas
GSM1658038,Neuron,2.7841737000000002,36.194256000000003,5.5683474999999998,19.489215999999999,0,0,8.3525209999999994,0,245.00728000000001,425.97858000000002,-6.589289,-1.7160264000000001,-8.0497060000000005,Atlas
GSM1658039,Neuron,0,39.368589999999998,3.1494873000000001,6.2989744999999999,0,0,17.322179999999999,0,1.5747435999999999,2743.2033999999999,-6.5635047000000002,-1.6992381999999999,-7.9990354000000004,Atlas
GSM1658040,Neuron,0,6.5863199999999997,0.94090280000000004,0,0,82.799446000000003,3.7636113,102.55840999999999,99.735699999999994,730.14059999999995,-6.892995,-1.6326654,-7.7478804999999999,Atlas
GSM1658041,Neuron,137.33517000000001,1.3464233000000001,0.67321162999999995,571.55669999999998,0,0,0,0,78.092550000000003,1224.5718999999999,-6.8971305000000003,-1.7392074,-8.0034650000000003,Atlas
GSM1658042,Neuron,2.1238096,4.2476190000000003,0,29.733333999999999,0,0,2.1238096,0,14.866667,214.50478000000001,-6.8805585000000002,-2.0838160000000001,-7.7080345000000001,Atlas
GSM1658043,Astrocyte,685.96569999999997,7083.0739999999996,183.78961000000001,1205.2227,0,0,2.0496984,0,1013.9175,0.68323279999999997,-5.9868392999999998,0.47125267999999998,-6.6863494000000001,Atlas
GSM1658045,Astrocyte,865.26013,2757.2550000000001,982.55769999999995,324.47253000000001,0,0,4.570036,0,1041.9681,0,-5.9550036999999998,0.50638609999999995,-6.6341733999999999,Atlas
GSM1658046,Neuron,29.659195,19.066625999999999,6.3555416999999998,0,0,0,0,0,249.98463000000001,216.08842000000001,-6.8649040000000001,-1.9308097,-7.7985115,Atlas
GSM1658048,Astrocyte,109.46252,1160.7157999999999,282.95030000000003,588.61919999999998,0,0,0,24.783965999999999,650.57910000000004,0,-6.0334000000000003,0.36351561999999998,-6.7055210000000001,Atlas
GSM1658049,Astrocyte,21.98967,1946.0857000000001,932.36199999999997,362.82952999999998,0,0,2.1989670000000001,0,96.754549999999995,0,-6.0382850000000001,0.41379553000000002,-6.7065815999999998,Atlas
GSM1658050,Astrocyte,12.384797000000001,3747.8303000000001,489.67583999999999,2.8580302999999998,0,0,65.734695000000002,20.006212000000001,887.89469999999994,0,-6.0339749999999999,0.42197800000000002,-6.7043952999999998,Atlas
GSM1658051,Astrocyte,96.574100000000001,2683.0264000000002,243.91149999999999,2.4762588000000001,0,0,178.29062999999999,0,549.72950000000003,0,-5.9745692999999997,0.51107155999999998,-6.6513232999999996,Atlas
GSM1658052,Neuron,171.51697999999999,146.13946999999999,126.012474,312.40589999999997,0,0,0,0,77.882710000000003,790.20325000000003,-6.8168749999999996,-1.6625466,-7.7650309999999996,Atlas
GSM1658053,Astrocyte,25.13626,1660.3895,111.716705,308.61739999999998,0,0,0,0,39.100850000000001,29.325635999999999,-6.1270566000000004,0.21536516999999999,-6.8071346000000004,Atlas
GSM1658054,Astrocyte,754.61300000000006,3820.0327000000002,349.12594999999999,374.17532,0,0,0,0,237.96924000000001,0,-5.944572,0.51803935000000001,-6.6257729999999997,Atlas
GSM1658055,Astrocyte,93.489395000000002,264.10753999999997,46.744698,7.0117050000000001,0,0,0,0,46.744698,21.035114,-6.0231430000000001,0.13305293000000001,-6.7332939999999999,Atlas
GSM1658056,Astrocyte,14.6500635,5757.4750000000004,608.64355,491.44301999999999,0,0,27.968302000000001,580.67523000000006,753.81230000000005,0,-6.0263739999999997,0.42029756000000001,-6.6982790000000003,Atlas
GSM1658058,Neuron,0,38.687609999999999,8.0043330000000008,2.6681110000000001,0,0,0,0,5.3362220000000002,89.381720000000001,-6.6583439999999996,-1.5763735000000001,-7.8672823999999997,Atlas
