"","nGene","nReads","orig.ident","percent.mito","percent.ERCC","percent.ribo","res.0.6","plate","cell_ontology_class","tsne_1","tsne_2","tsne_3"
"F7.MAA001857.3_38_F.1.1",4644,652186,"Combined",0,0.0159099482443831,0.00538036695053252,"2","MAA001857","type B pancreatic cell",14.480281187764,-22.1304076310769,-16.8586928526855
"B7.MAA001857.3_38_F.1.1",4476,2811337,"Combined",0,0.0118677643191703,0.0169727072919397,"8","MAA001857","udf",23.2449931229034,2.39204713840007,-2.26133264370365
"A4.MAA001857.3_38_F.1.1",4323,4509995,"Combined",0,0.0104119696839042,0.0234667665928676,"4","MAA001857","udf",4.09140461875383,5.69218223372216,7.35594779747887
"C15.MAA001857.3_38_F.1.1",8303,1970698,"Combined",0,0.00165200999615494,0.0106063942826349,"1","MAA001857","pancreatic A cell",16.765072112825,-16.7321471391175,2.37521535286525
"D20.MAA001857.3_38_F.1.1",5331,1470671,"Combined",0,0.00558309802776065,0.0145137831642835,"3","MAA001857","pancreatic A cell",17.9856112869248,16.1216126572867,7.88720720984426
"F8.MAA001857.3_38_F.1.1",3661,1220115,"Combined",0,0.0194752436816359,0.00292103613184003,"3","MAA001857","pancreatic PP cell",12.387826203028,24.8899612544815,7.49694044016777
"H1.MAA001857.3_38_F.1.1",4320,5692877,"Combined",0,0.00980924022915593,0.0181027975837173,"4","MAA001857","udf",3.80480750851971,5.17464679184831,8.57743779915631
"C16.MAA001857.3_38_F.1.1",5749,1265516,"Combined",0,0.00427084120150062,0.00784028017030207,"1","MAA001857","type B pancreatic cell",18.4460115988353,-20.7217337771852,3.84208293627314
"D22.MAA001857.3_38_F.1.1",6245,1515161,"Combined",0,0.0026717657745422,0.00713851531289414,"1","MAA001857","type B pancreatic cell",8.60169822801378,-17.688682314847,5.27234430151971
"F9.MAA001857.3_38_F.1.1",4843,1336559,"Combined",0,0.006335677925716,0.0143009025415264,"3","MAA001857","pancreatic A cell",15.5164406562971,19.0631045311717,5.93184357735366
"H2.MAA001857.3_38_F.1.1",4572,5264734,"Combined",0,0.0120199985512648,0.0160923609815805,"4","MAA001857","udf",3.95255385920504,5.38210632443823,8.02518332118338
"A5.MAA001857.3_38_F.1.1",4924,4886935,"Combined",0,0.00670134890815981,0.0164184708820559,"4","MAA001857","udf",4.28766843314132,5.12848129674682,7.5619217985359
"B8.MAA001857.3_38_F.1.1",4895,2583529,"Combined",0,0.00804269265679546,0.0185025985773723,"3","MAA001857","udf",6.53739976774045,8.56996974831127,4.66790323383766
"A6.MAA001857.3_38_F.1.1",5002,2643038,"Combined",0,0.0103801875195871,0.0169471645886287,"8","MAA001857","udf",23.5217900382133,2.46616135257726,-2.2540357302952
"B9.MAA001857.3_38_F.1.1",5574,1597903,"Combined",0,0.00592994429012682,0.00867136490763207,"1","MAA001857","type B pancreatic cell",11.7574515258518,-18.1164910102666,4.1963387404992
"C17.MAA001857.3_38_F.1.1",3138,356856,"Combined",0,0.027759539021101,0.00357286972896631,"2","MAA001857","type B pancreatic cell",13.821506612949,-21.7823735068249,-15.096890926183
"E1.MAA001857.3_38_F.1.1",3134,5114973,"Combined",0,0.0243311912378184,0.0141850211135034,"6","MAA001857","udf",-15.5180225079037,-19.5421848232166,-4.11347128329253
"F11.MAA001857.3_38_F.1.1",5705,836809,"Combined",0,0.0100906263640977,0.00912992092580266,"8","MAA001857","pancreatic D cell",32.2355038763379,3.34367667789471,0.595187185674105
"A7.MAA001857.3_38_F.1.1",6275,2374324,"Combined",0,0.00686732403580144,0.0209314314305882,"3","MAA001857","udf",16.3137221396977,13.5728716049883,5.18547559569968
"A8.MAA001857.3_38_F.1.1",5065,2040018,"Combined",0,0.00907080806648105,0.0249438975538451,"3","MAA001857","udf",16.3774782607142,13.6827103565389,5.23173145926463
"B11.MAA001857.3_38_F.1.1",2569,183883,"Combined",0,0.0415522139115478,0.00392097148730443,"2","MAA001857","type B pancreatic cell",13.9469909918342,-21.5721011467022,-14.9781528625754
"B10.MAA001857.3_38_F.1.1",5862,1478180,"Combined",0,0.00366603555225432,0.0060797737758595,"1","MAA001857","type B pancreatic cell",8.14445667428094,-17.7066710043718,5.10137726399551
"C18.MAA001857.3_38_F.1.1",5091,802161,"Combined",0,0.00864113461854557,0.0162610747717728,"3","MAA001857","pancreatic A cell",20.5164141423137,23.361837724804,5.3874174134034
"E3.MAA001857.3_38_F.1.1",4753,5371353,"Combined",0,0.00829242723816976,0.0204179468376031,"4","MAA001857","udf",4.26695053974554,5.23901596892173,7.5331215059301
"F12.MAA001857.3_38_F.1.1",4760,712549,"Combined",0,0.00881778524610231,0.0143049811311222,"3","MAA001857","pancreatic A cell",18.6907538896267,24.4169221380653,7.01398644406076
"C20.MAA001857.3_38_F.1.1",5250,757671,"Combined",0,0.00475377320075136,0.00612798958914885,"1","MAA001857","type B pancreatic cell",17.829337479799,-21.3143924400715,4.54046485614071
"A9.MAA001857.3_38_F.1.1",4753,1354901,"Combined",0,0.00927329456420561,0.022137410777614,"3","MAA001857","pancreatic A cell",14.4846448008638,17.0434648579334,5.05630503891182
"B13.MAA001857.3_38_F.1.1",3567,344264,"Combined",0,0.0296162876898055,0.00342760207282783,"2","MAA001857","type B pancreatic cell",13.8244121546675,-21.3014665390351,-16.7230302465209
"C21.MAA001857.3_38_F.1.1",5959,1224070,"Combined",0,0.00241232895691222,0.00555850564101726,"1","MAA001857","type B pancreatic cell",8.35774685018936,-19.3936339168079,4.43661148201204
"E4.MAA001857.3_38_F.1.1",4654,3511133,"Combined",0,0.0101364837861367,0.0212945507903005,"4","MAA001857","udf",4.90706280153259,7.76838750595324,4.89338900798197
"E5.MAA001857.3_38_F.1.1",3082,3545039,"Combined",0,0.0205334814996144,0.0145552700548569,"10","MAA001857","udf",-34.7547576935996,7.75528528107197,-3.73960885487426
"F16.MAA001857.3_38_F.1.1",4484,891372,"Combined",0,0.00796082468490025,0.0150868548709181,"3","MAA001857","pancreatic A cell",11.695598462458,16.3241603671393,1.57727927430283
"F15.MAA001857.3_38_F.1.1",5583,988312,"Combined",0,0.0045345855316303,0.0123452917702102,"3","MAA001857","pancreatic A cell",19.523074996614,20.980954720769,7.78843054648463
"A10.MAA001857.3_38_F.1.1",4974,1163105,"Combined",0,0.00814306692340622,0.0121519553264753,"3","MAA001857","pancreatic A cell",18.5732804482309,15.3722810023399,5.85891569495951
"B14.MAA001857.3_38_F.1.1",5754,1089957,"Combined",0,0.00313248251754648,0.00753148977436725,"1","MAA001857","type B pancreatic cell",11.8385605160625,-19.6219534781245,1.45417215741365
"C22.MAA001857.3_38_F.1.1",5013,923461,"Combined",0,0.00634951719566757,0.0119615230096344,"3","MAA001857","pancreatic A cell",20.4547894747639,19.5029594012942,6.97451252029747
"E9.MAA001857.3_38_F.1.1",4755,965825,"Combined",0,0.00780034887376235,0.0204664406077706,"3","MAA001857","pancreatic A cell",21.1260846604412,21.8060654747955,4.96883751051005
"F17.MAA001857.3_38_F.1.1",5953,1215564,"Combined",0,0.00381570536460638,0.00719419133834171,"1","MAA001857","type B pancreatic cell",13.4931610261081,-20.9700658124912,3.88855823093387
"A11.MAA001857.3_38_F.1.1",573,1273,"Combined",0,0.895971234779766,0.0785545954438335,"6","MAA001857","udf",-13.6827843982143,-17.3019722512392,2.31848238789121
"B16.MAA001857.3_38_F.1.1",5550,1107236,"Combined",0,0.00369014979254718,0.00688019536937022,"1","MAA001857","type B pancreatic cell",11.0283907379837,-19.1727044821187,4.66699064717707
"D1.MAA001857.3_38_F.1.1",4009,2923452,"Combined",0,0.0182243522642667,0.0201091038949844,"8","MAA001857","udf",22.9549698316093,2.34207990008001,-2.38813666323817
"E10.MAA001857.3_38_F.1.1",6244,1696585,"Combined",0,0.0025697313745917,0.0058576493367559,"1","MAA001857","type B pancreatic cell",7.6890856217361,-17.374630647612,5.26719913997725
"A12.MAA001857.3_38_F.1.1",164,741,"Combined",0,0.95594006421691,0.00944669365721997,"6","MAA001857","udf",-13.7938899382957,-13.5781056920878,8.231730880374
"B17.MAA001857.3_38_F.1.1",3901,476037,"Combined",0,0.0188243296164231,0.00353333879509366,"2","MAA001857","type B pancreatic cell",14.9556907015698,-21.6990153199281,-14.9109140554214
"D2.MAA001857.3_38_F.1.1",4340,4778321,"Combined",0,0.0118162540135805,0.0197226180493106,"4","MAA001857","udf",4.15881532815599,5.86289862199609,7.10940464367119
"F18.MAA001857.3_38_F.1.1",2173,197975,"Combined",0,0.0505797949377044,0.00364187397398661,"2","MAA001857","type B pancreatic cell",13.089226732236,-21.6785242430385,-12.7840637450048
"E11.MAA001857.3_38_F.1.1",5725,1279689,"Combined",0,0.00495311645888719,0.00649845392122617,"1","MAA001857","pancreatic PP cell",18.769034584328,-21.3823003604827,4.39788977818705
"O13.MAA001857.3_38_F.1.1",5563,811520,"Combined",0,0.00397174123295809,0.00733561711356467,"1","MAA001857","type B pancreatic cell",11.8530414873853,-16.7841757641707,3.23433921992178
"P19.MAA001857.3_38_F.1.1",6220,859143,"Combined",0,0.00661491286491286,0.0191586266779803,"8","MAA001857","pancreatic D cell",28.9710095524146,4.11733698106527,2.14078151548449
"F19.MAA001857.3_38_F.1.1",6571,1339138,"Combined",0,0.00256594936774859,0.00397195808049656,"1","MAA001857","type B pancreatic cell",8.33260392288226,-19.5844442728822,1.53466756920148
"H11.MAA001857.3_38_F.1.1",6414,1115181,"Combined",0,0.00382771785833603,0.0075736584464764,"1","MAA001857","type B pancreatic cell",14.9075495409104,-22.9605286028418,4.21227047439177
"I19.MAA001857.3_38_F.1.1",5125,1405072,"Combined",0,0.0057247505947655,0.0145017479531298,"3","MAA001857","pancreatic A cell",18.898679564149,15.92660257524,9.00195191131583
"K6.MAA001857.3_38_F.1.1",3565,1319549,"Combined",0,0.0143851844327193,0.00910083672527508,"1","MAA001857","type B pancreatic cell",8.5350680656588,-8.69687872074349,-2.25130510587568
"L16.MAA001857.3_38_F.1.1",4976,871749,"Combined",0,0.00654026037962912,0.0100372928446147,"3","MAA001857","pancreatic PP cell",24.1698112721006,17.8429922147482,7.77508215544086
"N6.MAA001857.3_38_F.1.1",291,468,"Combined",0,0.990837183804527,0.0128205128205128,"6","MAA001857","udf",-15.5967536042408,-17.1394344873607,3.84417371516709
"H14.MAA001857.3_38_F.1.1",7131,1173747,"Combined",0,0.00516088676731342,0.0144221880865297,"8","MAA001857","pancreatic D cell",32.0139600801709,3.27754741129723,0.79779862111999
"P20.MAA001857.3_38_F.1.1",5308,550864,"Combined",0,0.00641749425527847,0.0236555665282175,"3","MAA001857","pancreatic A cell",16.1211660156375,16.7754047077282,4.23387495723437
"I20.MAA001857.3_38_F.1.1",6154,949303,"Combined",0,0.00273660900002941,0.00790580036089636,"1","MAA001857","type B pancreatic cell",17.2853849428059,-24.2712451775257,3.33562854758022
"H15.MAA001857.3_38_F.1.1",6032,1461342,"Combined",0,0.00432516403327678,0.00791669574952338,"1","MAA001857","type B pancreatic cell",12.1228818287326,-19.7698760122803,3.86972886766918
"I21.MAA001857.3_38_F.1.1",5847,1085950,"Combined",0,0.0044499286764625,0.00613932501496386,"1","MAA001857","type B pancreatic cell",14.5435882217005,-19.7621130644497,4.94563765008798
"K7.MAA001857.3_38_F.1.1",4278,857834,"Combined",0,0.024081856469041,0.00504409944115062,"2","MAA001857","type B pancreatic cell",15.2197495455158,-21.7943517806598,-15.1888120374651
"L19.MAA001857.3_38_F.1.1",4980,891322,"Combined",0,0.00684483517463077,0.0163184573027481,"3","MAA001857","pancreatic A cell",17.8182210183163,17.6807140878942,6.08380579854587
"N7.MAA001857.3_38_F.1.1",4207,829528,"Combined",0,0.0184378364946575,0.00503418811661571,"2","MAA001857","type B pancreatic cell",15.934082924441,-22.1687484289068,-15.0664158695714
"O14.MAA001857.3_38_F.1.1",5776,941240,"Combined",0,0.00364882760109962,0.00866516510135566,"1","MAA001857","type B pancreatic cell",13.6085622287774,-20.1957421102111,6.27986129132561
"K8.MAA001857.3_38_F.1.1",3819,1302656,"Combined",0,0.00844000048715732,0.0178397059546035,"11","MAA001857","leukocyte",-28.6438146791837,-8.49664809799787,3.74986194988716
"H16.MAA001857.3_38_F.1.1",5035,897893,"Combined",0,0.0067676167657252,0.0168371955232973,"3","MAA001857","pancreatic A cell",15.0086515921535,23.5982694947074,5.84405419274606
"I22.MAA001857.3_38_F.1.1",5753,1160666,"Combined",0,0.00509254616164655,0.00970908082083907,"1","MAA001857","type B pancreatic cell",17.145881706007,-24.1264287934292,3.87188727877054
"L20.MAA001857.3_38_F.1.1",4792,984648,"Combined",0,0.00813519165447798,0.0188960928169254,"3","MAA001857","pancreatic A cell",17.3911659831627,18.410060874658,5.93633781114147
"K12.MAA001857.3_38_F.1.1",4246,667875,"Combined",0,0.00713568959750251,0.00646827624929815,"1","MAA001857","type B pancreatic cell",8.86413790864219,-16.0698244933042,0.209314795254897
"L22.MAA001857.3_38_F.1.1",7490,1498223,"Combined",0,0.00451357327762628,0.0177063094078785,"8","MAA001857","pancreatic D cell",30.5248191800334,3.01531229864909,1.73265436212366
"N9.MAA001857.3_38_F.1.1",5956,1311713,"Combined",0,0.00415733808891511,0.00805511571509926,"1","MAA001857","type B pancreatic cell",13.9622717159059,-21.3890634433664,4.92699051286482
"N8.MAA001857.3_38_F.1.1",4763,1365464,"Combined",0,0.00912456695678929,0.0207475261156647,"3","MAA001857","pancreatic A cell",16.843519182956,15.6015573628798,4.70344071430926
"O15.MAA001857.3_38_F.1.1",6143,708357,"Combined",0,0.00307231119993245,0.00884582209253244,"1","MAA001857","type B pancreatic cell",17.4141227122694,-24.5195159962873,4.87290665099397
"P21.MAA001857.3_38_F.1.1",5151,639448,"Combined",0,0.00920069539779295,0.0206850283369406,"4","MAA001857","pancreatic A cell",14.3372715915789,18.6540582440451,-2.52045500053847
"H17.MAA001857.3_38_F.1.1",5966,1388363,"Combined",0,0.00419448706114067,0.0162443107458208,"3","MAA001857","pancreatic A cell",18.3447993410519,20.21252670865,5.28998077528087
"J1.MAA001857.3_38_F.1.1",4725,5175990,"Combined",0,0.00706908326363364,0.0201097761008039,"4","MAA001857","udf",4.15390306741478,5.11540640768204,7.82609146489943
"O17.MAA001857.3_38_F.1.1",5418,1046064,"Combined",0,0.00908066120399754,0.019576240077089,"8","MAA001857","pancreatic D cell",29.6125977257732,3.11754342982857,1.8746753067827
"P22.MAA001857.3_38_F.1.1",5489,1198594,"Combined",0,0.00550022692895838,0.0160262774550849,"3","MAA001857","pancreatic A cell",16.8001457757017,14.9830707437867,4.50638539865839
"K13.MAA001857.3_38_F.1.1",1649,141419,"Combined",0,0.0526213540201241,0.00536702988990164,"2","MAA001857","type B pancreatic cell",10.9857979785449,-12.9658894101329,-18.5062483030008
"H18.MAA001857.3_38_F.1.1",5576,1488290,"Combined",0,0.00495021040399975,0.0141471084264491,"3","MAA001857","pancreatic A cell",18.010635496736,16.1862786771761,8.2095729918069
"J2.MAA001857.3_38_F.1.1",3439,2157863,"Combined",0,0.0219375477900867,0.0030859234344349,"1","MAA001857","udf",12.6678557819576,-21.3492916282335,-8.91598874943109
"M1.MAA001857.3_38_F.1.1",5804,3271097,"Combined",0,0.00656298905429484,0.0147659944049351,"1","MAA001857","udf",7.08865679910216,-13.1093535674736,5.33970742125748
"N10.MAA001857.3_38_F.1.1",3516,580306,"Combined",0,0.0215235612599503,0.00292776569602934,"2","MAA001857","type B pancreatic cell",16.1960766392292,-22.5369216410554,-13.5099792466766
"O18.MAA001857.3_38_F.1.1",4901,1015444,"Combined",0,0.0079466342574772,0.020704243660901,"3","MAA001857","pancreatic A cell",15.865776458338,16.9956803243158,4.67728088194971
"K14.MAA001857.3_38_F.1.1",6256,1502293,"Combined",0,0.00357039576142354,0.00857822009421597,"1","MAA001857","type B pancreatic cell",14.2883980313185,-22.5629256739408,4.6436092448884
"M2.MAA001857.3_38_F.1.1",5301,3432312,"Combined",0,0.00706935910012558,0.0113089952195488,"1","MAA001857","udf",6.3636935395899,-12.5456815670245,5.41174859276892
"H19.MAA001857.3_38_F.1.1",5144,913785,"Combined",0,0.00517344429239105,0.0121308622925524,"3","MAA001857","pancreatic A cell",21.5868104442325,19.4048823110229,6.88874243145936
"J3.MAA001857.3_38_F.1.1",4306,4379619,"Combined",0,0.00905660770115978,0.016121722003672,"4","MAA001857","udf",4.17935062344162,5.63522545737668,7.29046610053059
"K15.MAA001857.3_38_F.1.1",5327,567580,"Combined",0,0.00682438580527752,0.0125797244441312,"8","MAA001857","pancreatic D cell",30.6873643797198,3.11724279766384,1.10847079073395
"N11.MAA001857.3_38_F.1.1",5501,1461441,"Combined",0,0.00550718799292837,0.014649240030901,"3","MAA001857","pancreatic A cell",17.1917154239246,15.314456185748,6.40524304038761
"O19.MAA001857.3_38_F.1.1",5835,1044888,"Combined",0,0.00459744273202034,0.00959050156571805,"1","MAA001857","type B pancreatic cell",14.146218275006,-20.9471488923941,6.63744836778609
"H20.MAA001857.3_38_F.1.1",5254,1142157,"Combined",0,0.00610439516451845,0.00702180173128563,"1","MAA001857","type B pancreatic cell",8.5177210993316,-16.4486497914051,-0.594242144335974
"M3.MAA001857.3_38_F.1.1",6012,3623312,"Combined",0,0.00429629898327703,0.00882176307201809,"1","MAA001857","udf",5.98449893590563,-12.2434650960193,5.6249547061655
"J4.MAA001857.3_38_F.1.1",4363,1712554,"Combined",0,0.0114135561089541,0.0221756511035564,"3","MAA001857","pancreatic A cell",16.6356392187163,15.1355277962248,6.04054277941475
"K17.MAA001857.3_38_F.1.1",5535,930431,"Combined",0,0.00378066773594643,0.014736181404102,"3","MAA001857","pancreatic A cell",18.4697596173647,16.1533041405432,7.58853585666455
"M4.MAA001857.3_38_F.1.1",3427,1349204,"Combined",0,0.0309656271053021,0.00596722215469269,"2","MAA001857","type B pancreatic cell",12.9520935961415,-20.3828318242604,-14.3072059904382
"N12.MAA001857.3_38_F.1.1",6185,1366006,"Combined",0,0.00367093860933205,0.00711051049556151,"1","MAA001857","type B pancreatic cell",13.7425368297047,-20.832242419331,6.66773219218965
"O20.MAA001857.3_38_F.1.1",5417,955113,"Combined",0,0.00444766411640851,0.00659503116385182,"1","MAA001857","type B pancreatic cell",11.3008892704622,-16.6649138150066,2.09291581687313
"N13.MAA001857.3_38_F.1.1",5914,1511706,"Combined",0,0.00509330709568296,0.0148864924793578,"3","MAA001857","pancreatic A cell",18.7027886292355,16.3466679497396,6.33522793743872
"H21.MAA001857.3_38_F.1.1",6096,1506461,"Combined",0,0.00403355366589932,0.00626501449423516,"1","MAA001857","type B pancreatic cell",10.9120835291007,-19.1373737268308,4.89123157140083
"J5.MAA001857.3_38_F.1.1",3269,1824505,"Combined",0,0.0322160573720057,0.00411837731329868,"2","MAA001857","type B pancreatic cell",13.6927216155752,-20.4756358014262,-13.546323783166
"K18.MAA001857.3_38_F.1.1",5744,1167803,"Combined",0,0.0040178624732839,0.00763484937099836,"1","MAA001857","type B pancreatic cell",16.5381820222501,-24.523855461267,5.48271381348573
"M5.MAA001857.3_38_F.1.1",5718,3054389,"Combined",0,0.00524249255655294,0.0118691496073355,"1","MAA001857","udf",7.09283190863065,-13.438348728642,5.51197204811472
"N15.MAA001857.3_38_F.1.1",6406,1176005,"Combined",0,0.00287520052637113,0.00637837424160612,"1","MAA001857","type B pancreatic cell",11.6747027881148,-19.4417351049127,4.33477175850747
"O22.MAA001857.3_38_F.1.1",3822,610386,"Combined",0,0.00854065011597612,0.0131425032684236,"3","MAA001857","pancreatic A cell",17.7053499552594,15.0628377915599,4.76404311161515
"O21.MAA001857.3_38_F.1.1",5791,1178404,"Combined",0,0.00489276286566942,0.00831039270063577,"1","MAA001857","type B pancreatic cell",12.0418447856301,-16.1630569930095,2.9207165401568
"H22.MAA001857.3_38_F.1.1",6026,1525215,"Combined",0,0.00317436042225464,0.00851748769845563,"1","MAA001857","type B pancreatic cell",10.7150849662121,-18.7883991711131,5.22695688061973
"J6.MAA001857.3_38_F.1.1",5171,2237000,"Combined",0,0.0117485732865523,0.0168068842199374,"1","MAA001857","udf",18.3564775333717,-19.003151983027,4.53723546172485
"K19.MAA001857.3_38_F.1.1",5092,683143,"Combined",0,0.0111744296626104,0.014875362844968,"8","MAA001857","pancreatic D cell",31.1528087908285,3.15696706869204,1.67465731182221
"M6.MAA001857.3_38_F.1.1",6294,2557675,"Combined",0,0.00737538513722509,0.0210405935077756,"8","MAA001857","udf",28.6846652751725,2.71053404939629,1.32295516235121
"N16.MAA001857.3_38_F.1.1",4508,347658,"Combined",0,0.0158357206753253,0.00431458502321247,"2","MAA001857","type B pancreatic cell",14.0069398192233,-22.0181954945467,-16.6625131979295
"P1.MAA001857.3_38_F.1.1",5777,2777788,"Combined",0,0.00650008834168705,0.015519182889407,"1","MAA001857","udf",7.44487851871724,-12.9266978710244,5.21189257915079
"J8.MAA001857.3_38_F.1.1",6406,1986110,"Combined",0,0.00512985942852735,0.0172679257442941,"3","MAA001857","pancreatic PP cell",23.9574527836714,17.1224118442994,7.21459018008516
"K20.MAA001857.3_38_F.1.1",5654,960714,"Combined",0,0.00378384487998814,0.00553546633025021,"1","MAA001857","type B pancreatic cell",12.3325310852502,-22.1525744062166,4.8738184431782
"M7.MAA001857.3_38_F.1.1",248,366,"Combined",0,0.985522151898734,0.0382513661202186,"6","MAA001857","udf",-14.4949407017645,-15.8526975911062,4.26387945977761
"N18.MAA001857.3_38_F.1.1",5362,817496,"Combined",0,0.00669255556473602,0.0146019063090217,"3","MAA001857","pancreatic A cell",20.2839570418571,18.3882354258161,6.63121078627921
"P4.MAA001857.3_38_F.1.1",4599,2769088,"Combined",0,0.0115621070156157,0.0228750404465297,"4","MAA001857","udf",5.59919236038332,7.35136336680868,4.67238294950277
"I1.MAA001857.3_38_F.1.1",3409,3568625,"Combined",0,0.0209724309896844,0.0137442292199377,"8","MAA001857","udf",22.806075860984,2.30181243933762,-2.33644837376645
"I2.MAA001857.3_38_F.1.1",4183,4304604,"Combined",0,0.0149658867667199,0.0161970764325824,"4","MAA001857","udf",4.40118894430741,6.25003942161286,6.33437208126622
"J9.MAA001857.3_38_F.1.1",5821,1220602,"Combined",0,0.00508460760979427,0.00862934846903413,"1","MAA001857","type B pancreatic cell",16.931581302889,-24.6291872584567,5.06273797297814
"K21.MAA001857.3_38_F.1.1",4420,299775,"Combined",0,0.00780779389277605,0.0198615628387958,"3","MAA001857","pancreatic A cell",21.1166315402316,20.8314455088483,5.2150163866818
"M9.MAA001857.3_38_F.1.1",5811,1416220,"Combined",0,0.00547116560195111,0.0189349112426036,"3","MAA001857","pancreatic A cell",18.4950052717943,19.2011359942068,5.89551716235774
"N20.MAA001857.3_38_F.1.1",4942,884319,"Combined",0,0.00723870552007427,0.0189580909151562,"3","MAA001857","pancreatic A cell",14.8323553227596,17.4256519160693,4.96797011480377
"P5.MAA001857.3_38_F.1.1",5289,1738098,"Combined",0,0.0118823262548756,0.0230320729901306,"10","MAA001857","endothelial cell",-36.263290395433,7.58869294727667,-5.12503192474606
"J10.MAA001857.3_38_F.1.1",4889,1279136,"Combined",0,0.0071340583563024,0.0182795261801716,"3","MAA001857","pancreatic A cell",16.9425879297367,19.6995671010123,6.05352909136911
"I3.MAA001857.3_38_F.1.1",4378,4210305,"Combined",0,0.0115951909255517,0.0118492603267459,"4","MAA001857","udf",5.77504140007403,3.62298742566284,6.42367408024565
"L2.MAA001857.3_38_F.1.1",4321,3512208,"Combined",0,0.0139590092896293,0.0186267442019379,"4","MAA001857","udf",4.70393393672762,6.94992674400605,5.35669804655752
"M10.MAA001857.3_38_F.1.1",5113,1479480,"Combined",0,0.00596563060390672,0.0140475031767918,"3","MAA001857","pancreatic A cell",17.2473601068986,14.7678539120682,8.22627553918711
"N21.MAA001857.3_38_F.1.1",5593,1592132,"Combined",0,0.00511461166756336,0.0225942321365314,"3","MAA001857","pancreatic A cell",17.0448468017359,15.1392958666827,6.32766405000836
"P6.MAA001857.3_38_F.1.1",4828,1818002,"Combined",0,0.0105626942272002,0.0239449681573508,"4","MAA001857","pancreatic A cell",14.9628102719183,13.9514174811569,3.89343610497357
"L3.MAA001857.3_38_F.1.1",4144,2159503,"Combined",0,0.0102435865294316,0.00936743315475829,"1","MAA001857","udf",6.8946792539448,-13.0836699313976,5.10844875268302
"M12.MAA001857.3_38_F.1.1",5779,1132528,"Combined",0,0.00308880784692752,0.0065358207479197,"1","MAA001857","type B pancreatic cell",10.3653645862775,-20.8989151499691,5.23026985667569
"N22.MAA001857.3_38_F.1.1",6653,2097230,"Combined",0,0.0033166857474709,0.00890746365443943,"1","MAA001857","udf",9.33407892005037,-18.1336075945863,6.45663015086772
"P7.MAA001857.3_38_F.1.1",5934,1568564,"Combined",0,0.00513995337001829,0.0102609775565422,"1","MAA001857","type B pancreatic cell",10.6621354963261,-14.4662833450426,4.79707665859488
"I6.MAA001857.3_38_F.1.1",4843,4000861,"Combined",0,0.00822844507573645,0.0192858487210628,"4","MAA001857","udf",4.41806054179173,6.30668528398055,6.23913856690123
"J11.MAA001857.3_38_F.1.1",3547,270816,"Combined",0,0.0237628330834006,0.00336021505376344,"2","MAA001857","type B pancreatic cell",13.722962169791,-22.1863020098359,-16.8903814512543
"I7.MAA001857.3_38_F.1.1",3726,1205418,"Combined",0,0.0276832685615832,0.00423172708554211,"2","MAA001857","type B pancreatic cell",13.7062964687705,-21.0941279243233,-13.6408393787049
"J12.MAA001857.3_38_F.1.1",5103,847982,"Combined",0,0.00661179486098127,0.0128752732958954,"3","MAA001857","pancreatic A cell",20.734025060279,22.2168890236379,6.07246906025847
"L5.MAA001857.3_38_F.1.1",2826,1164055,"Combined",0,0.0542981094980055,0.00852622943073996,"2","MAA001857","type B pancreatic cell",12.7008601057614,-20.6808957264689,-12.4487119654354
"M13.MAA001857.3_38_F.1.1",5573,1058251,"Combined",0,0.00615978437467717,0.0136838991883778,"8","MAA001857","pancreatic D cell",30.3659857066389,3.09143636465852,0.902461841657875
"O1.MAA001857.3_38_F.1.1",4870,2687608,"Combined",0,0.00913622640410354,0.0125390309896384,"1","MAA001857","udf",6.67522008295652,-12.7334223784159,5.0792480425823
"P8.MAA001857.3_38_F.1.1",5926,1539446,"Combined",0,0.00569541111851726,0.0227796233190381,"3","MAA001857","pancreatic A cell",16.821137433298,14.0231282252377,4.30204893976402
"L6.MAA001857.3_38_F.1.1",3542,1851860,"Combined",0,0.0294977428351919,0.0025876686142581,"2","MAA001857","type B pancreatic cell",13.1688971421928,-20.9979340854181,-12.6046529952155
"M17.MAA001857.3_38_F.1.1",5082,917178,"Combined",0,0.00755067326295561,0.0168364265169902,"3","MAA001857","pancreatic A cell",20.5410202660465,20.3272819666062,6.54271519000594
"O3.MAA001857.3_38_F.1.1",3456,2007909,"Combined",0,0.0343113938625014,0.00514515349052173,"2","MAA001857","udf",12.5018812523679,-21.0183883065698,-10.3219572959061
"P9.MAA001857.3_38_F.1.1",2289,347122,"Combined",0,0.039693473870584,0.004139754898854,"3","MAA001857","pancreatic A cell",12.4780071010583,24.4033976233873,6.86985427352692
"I9.MAA001857.3_38_F.1.1",3717,707311,"Combined",0,0.0163858966977892,0.00242750360166886,"2","MAA001857","type B pancreatic cell",14.7515716813068,-21.8655999873034,-13.3328435981748
"J14.MAA001857.3_38_F.1.1",2881,155673,"Combined",0,0.0364384748700173,0.00554367167074573,"8","MAA001857","pancreatic D cell",32.7760132911262,3.52490239745926,-0.754228248934102
"I11.MAA001857.3_38_F.1.1",5051,1360055,"Combined",0,0.00685896799294314,0.0107657410913529,"3","MAA001857","pancreatic PP cell",24.0132947491388,17.2531720068804,7.83261993788781
"J15.MAA001857.3_38_F.1.1",7042,1479863,"Combined",0,0.00448895956774676,0.0146574378844528,"3","MAA001857","pancreatic A cell",25.0657498872397,19.1024304176058,10.1348158307408
