"","nGene","nReads","orig.ident","percent.mito","percent.ERCC","percent.ribo","res.0.6","plate","cell_ontology_class","tsne_1","tsne_2","tsne_3"
"O10.MAA000577.3_8_M.1.1",4784,2361848,"Combined",0,0.00774821229841225,0.0145178690584661,"9","MAA000577","udf",0.704888602615443,14.8743210820826,-16.5089011024878
"P13.MAA000577.3_8_M.1.1",4989,1946911,"Combined",0,0.00568679183226543,0.00573318451639546,"2","MAA000577","type B pancreatic cell",6.97808959070846,-7.33151247652105,-19.4494083971142
"P14.MAA000577.3_8_M.1.1",4718,2029050,"Combined",0,0.00714359461923256,0.0123993987333974,"8","MAA000577","udf",27.238383568559,3.46855940208544,-9.70975681813005
"K19.MAA000577.3_8_M.1.1",5041,1605847,"Combined",0,0.00487755605378387,0.00788991728352701,"2","MAA000577","type B pancreatic cell",9.61678028099965,-5.94279610247263,-23.0511057742386
"M1.MAA000577.3_8_M.1.1",3388,1415979,"Combined",0,0.0133382481337811,0.000725293242343283,"2","MAA000577","type B pancreatic cell",8.99093915323244,-16.3394033489639,-18.8564934694324
"K20.MAA000577.3_8_M.1.1",4689,2322002,"Combined",0,0.00708254848593047,0.0119900844185319,"9","MAA000577","udf",8.25519468908804,15.096739370932,-20.4629353448551
"M2.MAA000577.3_8_M.1.1",2555,1384518,"Combined",0,0.0157989056991931,0.00218920952995916,"9","MAA000577","pancreatic PP cell",-0.878679450832914,15.6305110202416,-20.2548073183955
"N9.MAA000577.3_8_M.1.1",4057,2374755,"Combined",0,0.00913442822409808,0.00707525618432217,"8","MAA000577","udf",25.0654909315865,3.00906898365425,-13.5663495750511
"N8.MAA000577.3_8_M.1.1",4380,1296741,"Combined",0,0.0107300393803507,0.0111070753527497,"8","MAA000577","pancreatic D cell",28.4736444437588,4.57353864759505,-9.10767107952462
"O12.MAA000577.3_8_M.1.1",4989,2296020,"Combined",0,0.00570889609964997,0.0187537565003789,"9","MAA000577","udf",0.972914108000783,15.1378560945176,-16.1493000525172
"P15.MAA000577.3_8_M.1.1",5032,2432341,"Combined",0,0.00775612171885415,0.0157720484093308,"9","MAA000577","udf",-0.160292727688348,14.9472965871653,-17.0807715098907
"K21.MAA000577.3_8_M.1.1",2086,1676494,"Combined",0,0.028473675396044,0.0231160982383474,"6","MAA000577","type B pancreatic cell",-20.9017400110421,-9.41507572157137,2.11266276659334
"M3.MAA000577.3_8_M.1.1",4093,1551932,"Combined",0,0.00917321075145247,0.0150818463695574,"9","MAA000577","pancreatic PP cell",4.01140304685373,17.4806914430691,-17.5837011011443
"O13.MAA000577.3_8_M.1.1",4750,2367705,"Combined",0,0.0060884666290825,0.0128922310845312,"9","MAA000577","udf",1.16034094454341,14.4630234197891,-17.3960438956117
"P16.MAA000577.3_8_M.1.1",4837,2122680,"Combined",0,0.00514748580258457,0.0145655492113743,"9","MAA000577","udf",0.347837815433765,14.0307998965521,-17.6351503757068
"N10.MAA000577.3_8_M.1.1",4902,2206408,"Combined",0,0.00429302308159903,0.0036702187446746,"2","MAA000577","udf",5.03375951353472,-11.050454208562,-19.4376749105487
"O14.MAA000577.3_8_M.1.1",5258,2034894,"Combined",0,0.00496905708205546,0.00750751636203163,"2","MAA000577","udf",5.6716007486005,-7.93856629030264,-19.7253811691105
"P17.MAA000577.3_8_M.1.1",4217,2228928,"Combined",0,0.0108622284942121,0.0127334754644385,"9","MAA000577","udf",-0.315003401408802,14.8128098958657,-17.3952762766844
"L1.MAA000577.3_8_M.1.1",4439,2399271,"Combined",0,0.00966489260267323,0.0178304159888566,"9","MAA000577","udf",2.01711435429995,15.8814952279798,-16.8893232263846
"M4.MAA000577.3_8_M.1.1",4093,1789409,"Combined",0,0.0138416389964316,0.0158091302770915,"9","MAA000577","pancreatic PP cell",2.122692269251,15.9889414999551,-17.2080836756874
"N11.MAA000577.3_8_M.1.1",177,272,"Combined",0,0.998301295262362,0.0220588235294118,"6","MAA000577","udf",-19.7557931282439,-17.0457341819603,7.54381098543661
"O15.MAA000577.3_8_M.1.1",4203,2268139,"Combined",0,0.0104235110360685,0.0134647832430023,"9","MAA000577","udf",1.05953641940055,15.4580306905157,-15.5847004452119
"P18.MAA000577.3_8_M.1.1",4638,1916446,"Combined",0,0.00814775366177946,0.0103342332630296,"8","MAA000577","pancreatic D cell",27.4670409974392,4.00728715253395,-10.8178824227257
"O16.MAA000577.3_8_M.1.1",4117,1947984,"Combined",0,0.00995994574048032,0.0106150769205497,"8","MAA000577","pancreatic D cell",26.4711302709321,4.3772265589819,-12.2442392843598
"P19.MAA000577.3_8_M.1.1",185,251,"Combined",0,0.998990638270493,0.0119521912350598,"6","MAA000577","udf",-19.8185936839059,-16.089752281748,7.415554885148
"L2.MAA000577.3_8_M.1.1",3828,2483935,"Combined",0,0.0094305951188854,0.0136050258964103,"9","MAA000577","udf",-2.30420013921717,14.2106682281134,-18.013082325543
"M5.MAA000577.3_8_M.1.1",3862,2480452,"Combined",0,0.00576032848823343,0.00620007966290015,"11","MAA000577","udf",-27.8490376956392,-8.98951025228338,4.63809502984673
"N13.MAA000577.3_8_M.1.1",3921,2118850,"Combined",0,0.00770987672533254,0.00679141987398825,"8","MAA000577","udf",25.2507833628098,3.21566652393828,-12.9618424190676
"M6.MAA000577.3_8_M.1.1",4304,2268009,"Combined",0,0.00487469061510171,0.00697969011586815,"9","MAA000577","udf",-3.88785688930483,14.0495148274065,-18.7332593449464
"N14.MAA000577.3_8_M.1.1",5237,2013016,"Combined",0,0.00312875433187378,0.00449425141181193,"2","MAA000577","udf",5.42924858549084,-10.2052656627459,-20.7189093686542
"O17.MAA000577.3_8_M.1.1",4622,2575715,"Combined",0,0.00884900244775198,0.00931081272578682,"8","MAA000577","udf",25.6645024689273,3.30239620247693,-11.2253435646509
"P20.MAA000577.3_8_M.1.1",4706,2364055,"Combined",0,0.00636892613003991,0.0123588495191525,"9","MAA000577","udf",-0.955084899559276,14.1344984916676,-18.2429195995126
"L3.MAA000577.3_8_M.1.1",3841,1717596,"Combined",0,0.0113206808640948,0.00414474649451908,"2","MAA000577","type B pancreatic cell",9.53710324807528,-16.1246619226427,-18.5851365996443
"L4.MAA000577.3_8_M.1.1",4923,1740005,"Combined",0,0.00649658013124485,0.00577986844865388,"2","MAA000577","type B pancreatic cell",6.79744500894537,-7.55800708049317,-21.9843573328659
"M7.MAA000577.3_8_M.1.1",4253,2093608,"Combined",0,0.0118650315493072,0.0120734158448,"8","MAA000577","udf",26.7656478069878,4.97504887147924,-11.0502477725414
"N15.MAA000577.3_8_M.1.1",523,1308210,"Combined",0,0.0345520280377763,0.000962383715152766,"0","MAA000577","pancreatic acinar cell",0.779207020016844,1.86326517015825,26.9257057611548
"O18.MAA000577.3_8_M.1.1",2597,1334298,"Combined",0,0.0322836124748062,0.00245672256122695,"2","MAA000577","type B pancreatic cell",9.0414785685942,-16.36687439784,-18.7653446538721
"L5.MAA000577.3_8_M.1.1",4952,2428830,"Combined",0,0.00513320023822768,0.009980937323732,"2","MAA000577","udf",5.52675340170373,-7.16596963826549,-19.6637773644505
"M8.MAA000577.3_8_M.1.1",3064,911341,"Combined",0,0.0262233633905093,0.00527245015861242,"9","MAA000577","pancreatic PP cell",8.22290316409138,20.2642532463282,-8.55008975575109
"N16.MAA000577.3_8_M.1.1",5265,2553890,"Combined",0,0.00499937274079546,0.00515840541291912,"2","MAA000577","udf",4.93159393406619,-8.43230034807597,-19.3445734637094
"O19.MAA000577.3_8_M.1.1",4369,2640383,"Combined",0,0.00741921695984277,0.0114078146996099,"9","MAA000577","udf",-1.81799596419137,14.7486984573718,-18.0254455864075
"L6.MAA000577.3_8_M.1.1",5247,1768459,"Combined",0,0.00516807058323198,0.00819809789200654,"2","MAA000577","type B pancreatic cell",7.90423662973003,-7.13727529861292,-19.4853940313603
"L7.MAA000577.3_8_M.1.1",4781,2362003,"Combined",0,0.00647891020717538,0.013902607236316,"9","MAA000577","udf",-0.667426971553179,15.815782140542,-19.0844218638065
"M10.MAA000577.3_8_M.1.1",4097,1712952,"Combined",0,0.00713399719462574,0.00897806827044774,"9","MAA000577","pancreatic PP cell",2.88001361228648,16.4563565921775,-19.3880421632802
"M9.MAA000577.3_8_M.1.1",4740,1756407,"Combined",0,0.00452394568317984,0.00503869547320183,"2","MAA000577","type B pancreatic cell",4.8783386527477,-10.7506458772896,-19.2995585900484
"N18.MAA000577.3_8_M.1.1",3916,2677248,"Combined",0,0.00764454355136196,0.00563974648594377,"8","MAA000577","udf",25.2415547394003,3.00581887452938,-13.6664532827841
"O21.MAA000577.3_8_M.1.1",2670,1860184,"Combined",0,0.0218037311867029,0.0141104320862882,"5","MAA000577","pancreatic ductal cell",-19.3396439570646,2.19908761838501,-18.3155400033512
"N17.MAA000577.3_8_M.1.1",3554,2387157,"Combined",0,0.00980711796913888,0.00643527007230777,"8","MAA000577","udf",25.5824469345385,3.20904008021408,-13.1134733438171
"O20.MAA000577.3_8_M.1.1",4385,2191966,"Combined",0,0.00531159143084426,0.00979942207132775,"9","MAA000577","udf",-0.421238934687311,13.3283246810839,-19.6100623820283
"P1.MAA000577.3_8_M.1.1",4593,2570602,"Combined",0,0.00944315226957799,0.011055387026074,"8","MAA000577","udf",25.8305734717099,3.44089244996076,-11.5822127299178
"L8.MAA000577.3_8_M.1.1",3937,2112643,"Combined",0,0.0116891136445503,0.0105980991582582,"8","MAA000577","udf",26.450693388802,3.68025513059459,-11.0672976441297
"M11.MAA000577.3_8_M.1.1",4560,2623909,"Combined",0,0.0051684504620023,0.0133278250122241,"9","MAA000577","udf",-2.20393084640535,14.4518674283108,-18.0617106447259
"N19.MAA000577.3_8_M.1.1",4178,2076110,"Combined",0,0.0105577804117024,0.0156913651010785,"9","MAA000577","udf",-0.0389869656391596,15.4234339648978,-16.4374462267323
"A8.MAA000884.3_10_M.1.1",4066,739680,"Combined",0,0.00767106968357844,0.011963281418992,"4","MAA000884","pancreatic A cell",7.41810336530118,12.3349786002975,-2.28813796066357
"B10.MAA000884.3_10_M.1.1",4262,583761,"Combined",0,0.00576348261502695,0.0126044734060686,"4","MAA000884","pancreatic A cell",7.25801394315005,13.7424625103117,-3.23384001650749
"C13.MAA000884.3_10_M.1.1",3741,470228,"Combined",0,0.0105670699631773,0.0180104119703633,"4","MAA000884","pancreatic A cell",8.83536942808907,16.9655754594985,-4.24849294082672
"D16.MAA000884.3_10_M.1.1",132,307,"Combined",0,0.973299704296399,0.0293159609120521,"6","MAA000884","udf",-13.5342379579096,-12.3364513385296,8.58987329465364
"E22.MAA000884.3_10_M.1.1",4696,3091184,"Combined",0,0.00753948977531145,0.0201925864005507,"4","MAA000884","udf",2.97371685685865,7.19559510173576,2.36396899222923
"G5.MAA000884.3_10_M.1.1",3917,506476,"Combined",0,0.00846709383889225,0.0127666463958806,"4","MAA000884","pancreatic A cell",9.6437008460968,14.9915981301039,-4.3333402104021
"H12.MAA000884.3_10_M.1.1",5654,598371,"Combined",0,0.00466585492434828,0.0143105197277274,"4","MAA000884","pancreatic A cell",25.2565136946091,6.64144350874817,-3.45737317288246
"I17.MAA000884.3_10_M.1.1",4003,741352,"Combined",0,0.00878301317919941,0.0155513170531677,"4","MAA000884","pancreatic A cell",8.8526671372606,14.4807599317193,-3.41789091945238
"K2.MAA000884.3_10_M.1.1",171,246,"Combined",0,0.964347826086957,0.0203252032520325,"6","MAA000884","udf",-15.8261850048267,-17.2530725017582,5.69722754691676
"B11.MAA000884.3_10_M.1.1",160,238,"Combined",0,0.954151415912156,0.00840336134453781,"6","MAA000884","udf",-13.0930570269595,-15.4785353225404,6.17722177472125
"C14.MAA000884.3_10_M.1.1",810,49788,"Combined",0,0.113066714171194,0.00755202056720495,"6","MAA000884","udf",-19.927858982704,-12.4426416339758,3.98915018452929
"D17.MAA000884.3_10_M.1.1",3745,641789,"Combined",0,0.0161016845216559,0.00359152307066653,"2","MAA000884","pancreatic A cell",10.0532815892493,-4.01200370109138,-22.885400555775
"F1.MAA000884.3_10_M.1.1",4128,478936,"Combined",0,0.0118551957778502,0.0129390983346418,"4","MAA000884","pancreatic A cell",9.66390387406742,17.9205951999658,-4.89738720110358
"G6.MAA000884.3_10_M.1.1",2871,164886,"Combined",0,0.0242623649296391,0.00274735271642226,"2","MAA000884","type B pancreatic cell",11.5586001076345,-15.9310312303742,-17.1180752274712
"H13.MAA000884.3_10_M.1.1",5568,472337,"Combined",0,0.00444728283664983,0.0115891831467787,"8","MAA000884","pancreatic D cell",28.7654950033522,4.30425940687607,-2.72418738251235
"A9.MAA000884.3_10_M.1.1",2405,204239,"Combined",0,0.0409648624408935,0.0227037931051366,"5","MAA000884","pancreatic ductal cell",-21.4439096369992,-3.52982039644623,-17.7798574752506
"I18.MAA000884.3_10_M.1.1",134,577,"Combined",0,0.960168438492337,0.00866551126516464,"6","MAA000884","udf",-15.2555720834341,-14.1573576984106,7.40962190435043
"A10.MAA000884.3_10_M.1.1",4742,643145,"Combined",0,0.00668138032436974,0.00865123727930715,"1","MAA000884","type B pancreatic cell",13.8525334036441,-10.6680296090866,-3.27589886489816
"B12.MAA000884.3_10_M.1.1",4474,748307,"Combined",0,0.00563419959152053,0.00783234688436698,"1","MAA000884","type B pancreatic cell",8.42746992110261,-11.3311315703676,-3.76349130881401
"C15.MAA000884.3_10_M.1.1",4199,548397,"Combined",0,0.0144260491998907,0.00441468498186533,"2","MAA000884","type B pancreatic cell",11.5088170255355,-15.7966770879293,-17.8212562013599
"D18.MAA000884.3_10_M.1.1",4669,1277514,"Combined",0,0.00744312381224681,0.0154354472827695,"4","MAA000884","pancreatic A cell",5.06781880705642,13.1737288795361,-2.69489224706179
"F2.MAA000884.3_10_M.1.1",6047,810917,"Combined",0,0.00527466919850788,0.0193953265254027,"4","MAA000884","pancreatic A cell",14.7376767352378,19.1833150988285,-3.70926155182317
"G7.MAA000884.3_10_M.1.1",4257,573575,"Combined",0,0.00541703731062478,0.0127324238329774,"4","MAA000884","pancreatic A cell",6.4876068236008,12.4922791868884,-4.64816173029961
"H15.MAA000884.3_10_M.1.1",4609,837926,"Combined",0,0.00762584901079509,0.0161768461654132,"4","MAA000884","pancreatic A cell",10.2101243578106,15.4377196358266,-4.41157837205987
"I19.MAA000884.3_10_M.1.1",4634,1509384,"Combined",0,0.0100575909397076,0.0112913612440572,"8","MAA000884","pancreatic D cell",26.3437553563684,3.59821960579687,-5.06410258114656
"K3.MAA000884.3_10_M.1.1",256,406,"Combined",0,0.928571428571429,0.0172413793103448,"6","MAA000884","udf",-14.7702805567718,-18.6224938025201,5.02480068266767
"K4.MAA000884.3_10_M.1.1",789,1746,"Combined",0,0.82333299605383,0.0154639175257732,"6","MAA000884","udf",-14.0345179821697,-20.4034522760156,2.83027715519964
"B13.MAA000884.3_10_M.1.1",3694,464476,"Combined",0,0.0115428814641413,0.0169115304127662,"4","MAA000884","pancreatic A cell",9.55235716533856,17.9622283032229,-4.68442710775513
"C16.MAA000884.3_10_M.1.1",110,141,"Combined",0,0.977562062380649,0.0354609929078014,"6","MAA000884","udf",-13.9774585874032,-12.09302449739,6.20215283016121
"D19.MAA000884.3_10_M.1.1",5685,1789374,"Combined",0,0.00597733279855833,0.0123842192856273,"4","MAA000884","pancreatic A cell",4.73210081468137,12.9014354479151,-2.89442567734241
"F3.MAA000884.3_10_M.1.1",3297,438519,"Combined",0,0.0122444842382674,0.026589497832477,"11","MAA000884","leukocyte",-27.2366494269297,-8.49653703815578,3.36792012553718
"G10.MAA000884.3_10_M.1.1",4101,608368,"Combined",0,0.00573481271562749,0.0149383268021987,"4","MAA000884","pancreatic A cell",8.45278582060747,14.8465850489747,-4.57313617526138
"H16.MAA000884.3_10_M.1.1",4736,497264,"Combined",0,0.00491674354289694,0.0074688696547508,"2","MAA000884","type B pancreatic cell",10.1134225755462,-11.2954080490294,-5.47793339317004
"I22.MAA000884.3_10_M.1.1",6055,2608926,"Combined",0,0.00490998737889518,0.0155355115476637,"4","MAA000884","udf",7.57509647522205,8.28901897407627,-1.66212274506359
"A11.MAA000884.3_10_M.1.1",3222,541847,"Combined",0,0.0113634082926607,0.0333876537103647,"11","MAA000884","leukocyte",-28.1730342008269,-8.99293726948554,3.05548155336084
"K5.MAA000884.3_10_M.1.1",3999,494007,"Combined",0,0.00612611960116849,0.0129674275870585,"4","MAA000884","pancreatic A cell",7.2137123117246,11.9088340432639,-3.26586525707476
"B14.MAA000884.3_10_M.1.1",153,221,"Combined",0,0.954319966928483,0.0226244343891403,"6","MAA000884","udf",-14.6541154087136,-16.3376842448648,5.43363338669836
"C17.MAA000884.3_10_M.1.1",3486,724226,"Combined",0,0.0161443262555868,0.00360660898669752,"2","MAA000884","type B pancreatic cell",11.9157999107361,-14.1524182807412,-17.5368832476411
"D20.MAA000884.3_10_M.1.1",5239,2364782,"Combined",0,0.00439705526968802,0.00693721450856781,"1","MAA000884","udf",4.71423885913132,-9.7156637806151,-0.941438641407428
"F4.MAA000884.3_10_M.1.1",5289,1053749,"Combined",0,0.00443857840779935,0.0132783044159473,"4","MAA000884","pancreatic A cell",9.99930787003587,12.8143163188973,-2.72883249964104
"G11.MAA000884.3_10_M.1.1",4253,504702,"Combined",0,0.00691633691907197,0.0130037130821752,"4","MAA000884","pancreatic A cell",7.65165037030843,16.3078195847246,-5.22149325511413
"H17.MAA000884.3_10_M.1.1",5012,1058531,"Combined",0,0.00288622308884273,0.00828790087394701,"1","MAA000884","type B pancreatic cell",6.46593867789951,-10.3595965932345,-2.04841450369767
"J1.MAA000884.3_10_M.1.1",3486,542011,"Combined",0,0.0114339388633545,0.0075884068773512,"4","MAA000884","pancreatic A cell",10.8663157421174,11.0968120251236,-3.02808586249753
"K6.MAA000884.3_10_M.1.1",5305,461308,"Combined",0,0.00584029067837886,0.0117166838641428,"4","MAA000884","pancreatic A cell",14.5163348349065,19.0048670963316,-4.55448139207902
"A12.MAA000884.3_10_M.1.1",4721,830149,"Combined",0,0.00336513988801275,0.00600494610003746,"1","MAA000884","type B pancreatic cell",6.3734180036789,-10.5878985727938,-3.04762868390663
"D21.MAA000884.3_10_M.1.1",284,214435,"Combined",0,0.168966105241945,0.0003590831720568,"0","MAA000884","udf",-6.13678354516395,-8.61438136791347,21.3591920696482
"F5.MAA000884.3_10_M.1.1",3531,465099,"Combined",0,0.0156864073005708,0.0148527517797286,"10","MAA000884","endothelial cell",-34.7848384194604,8.76650080294826,-4.9691972725118
"G12.MAA000884.3_10_M.1.1",5772,1011643,"Combined",0,0.00187362733858094,0.00463305731369663,"1","MAA000884","type B pancreatic cell",5.65067443743619,-10.6463414732453,-2.42380252833732
"H18.MAA000884.3_10_M.1.1",2699,362450,"Combined",0,0.0338711526107736,0.00233687405159332,"2","MAA000884","type B pancreatic cell",11.3188217758013,-17.7979652804748,-16.9543596100466
"J2.MAA000884.3_10_M.1.1",3142,264481,"Combined",0,0.0126406014925317,0.00388307666713299,"2","MAA000884","type B pancreatic cell",11.3384189088752,-14.0397677715792,-18.1171824999605
"K7.MAA000884.3_10_M.1.1",3513,398487,"Combined",0,0.0149870226177234,0.0291929222283287,"11","MAA000884","leukocyte",-24.401457945854,-8.7407664529221,1.82554161068209
"A13.MAA000884.3_10_M.1.1",3002,419297,"Combined",0,0.0156284481422877,0.0391750954573965,"11","MAA000884","leukocyte",-27.9151029249549,-8.63150738177899,3.04196456253098
"B15.MAA000884.3_10_M.1.1",5149,1157732,"Combined",0,0.00422827889438592,0.00571289383035107,"1","MAA000884","type B pancreatic cell",6.40972004168304,-11.0230791734694,-2.93632292130591
"C18.MAA000884.3_10_M.1.1",4682,1391414,"Combined",0,0.00748197271851191,0.0171868329627271,"4","MAA000884","pancreatic A cell",5.50160858607278,12.0549131660123,-0.771461634378734
"J4.MAA000884.3_10_M.1.1",4107,684408,"Combined",0,0.00649169666705377,0.0129235777489451,"4","MAA000884","pancreatic A cell",9.47829927666075,11.9258358134547,-2.51355518735911
"K8.MAA000884.3_10_M.1.1",3484,351435,"Combined",0,0.00955958819368312,0.00965185596198444,"4","MAA000884","pancreatic A cell",7.58723315500624,13.4957264294714,-5.36488764253127
"A14.MAA000884.3_10_M.1.1",4613,808458,"Combined",0,0.00643607248416176,0.00577024409431288,"1","MAA000884","type B pancreatic cell",7.60098595112634,-10.6605486388487,-3.63066738505912
"B16.MAA000884.3_10_M.1.1",6235,862281,"Combined",0,0.00530064276782377,0.0169596685999112,"8","MAA000884","pancreatic D cell",28.04029227477,3.91525295982445,-3.04707715856371
"C19.MAA000884.3_10_M.1.1",3663,1919203,"Combined",0,0.00967158011626743,0.0125979377898013,"4","MAA000884","pancreatic A cell",4.50608901032756,8.2757717941864,1.19178298562268
"D22.MAA000884.3_10_M.1.1",4555,2833694,"Combined",0,0.0104009915218456,0.0144493371549645,"10","MAA000884","udf",-34.6790682977199,4.98299123201954,-6.98627149789538
"F6.MAA000884.3_10_M.1.1",6357,1054793,"Combined",0,0.00221919728626037,0.0129845381984901,"4","MAA000884","pancreatic A cell",8.43757165213009,15.9495681791258,-5.09835529308994
"G13.MAA000884.3_10_M.1.1",5562,627891,"Combined",0,0.00489555928872547,0.0146347057052896,"8","MAA000884","pancreatic D cell",27.8643615715269,5.21225059490888,-3.16318378806978
"H19.MAA000884.3_10_M.1.1",94,945,"Combined",0,0.946775556181357,0.00317460317460317,"6","MAA000884","udf",-12.5966033605109,-12.1425150270824,11.6672535279423
"A15.MAA000884.3_10_M.1.1",4454,728053,"Combined",0,0.00812109850765789,0.0144508710217525,"4","MAA000884","pancreatic A cell",10.372137331963,14.7767403582828,-3.81445084462055
"A16.MAA000884.3_10_M.1.1",4687,977269,"Combined",0,0.00833902425907191,0.0185404428054098,"4","MAA000884","pancreatic A cell",9.68679264568938,18.2186720494822,-4.17442699227118
"B18.MAA000884.3_10_M.1.1",5613,1250088,"Combined",0,0.00714172252755981,0.0157668900109432,"8","MAA000884","pancreatic D cell",26.0670437213485,4.01253558921976,-3.75152985673403
"B17.MAA000884.3_10_M.1.1",4359,1082540,"Combined",0,0.0116154856098358,0.0175060505847359,"4","MAA000884","pancreatic A cell",11.3430491743802,14.2006938669915,-2.75535392743019
"C21.MAA000884.3_10_M.1.1",3944,2158077,"Combined",0,0.0113095191736345,0.0155847080525857,"4","MAA000884","udf",3.42241726700269,9.39043091665706,0.619355718817187
"E2.MAA000884.3_10_M.1.1",4064,632748,"Combined",0,0.00657054980665156,0.0111150094508398,"4","MAA000884","pancreatic A cell",6.9813879198616,12.197133066237,-3.34371110582295
"C20.MAA000884.3_10_M.1.1",1932,595375,"Combined",0,0.0381990271735531,0.0213798026453916,"4","MAA000884","pancreatic A cell",3.34545375758862,9.50548855993081,0.0493073290967526
"E1.MAA000884.3_10_M.1.1",4087,750943,"Combined",0,0.00758967392022583,0.0138678967644681,"4","MAA000884","pancreatic A cell",7.33301695138854,12.1535787340683,-2.07511139213399
"F7.MAA000884.3_10_M.1.1",4452,1129232,"Combined",0,0.00570392089529898,0.0142362242656956,"4","MAA000884","pancreatic A cell",6.23010167860706,10.3404354804855,-0.960110450700169
"G14.MAA000884.3_10_M.1.1",4261,791623,"Combined",0,0.00865460957204076,0.0117379105963318,"4","MAA000884","pancreatic A cell",6.56296602064835,12.5434969848509,-4.05743057163042
"H20.MAA000884.3_10_M.1.1",5504,2046659,"Combined",0,0.00451665778997006,0.0083448195327116,"1","MAA000884","udf",4.90268902430931,-9.96916143335963,-0.979793204018754
"J5.MAA000884.3_10_M.1.1",3306,298037,"Combined",0,0.0120855334904519,0.0121193006237481,"8","MAA000884","pancreatic D cell",27.4590402943997,4.85257957163524,-3.97020675887581
"K9.MAA000884.3_10_M.1.1",4067,568663,"Combined",0,0.00665186533466324,0.0118611550250324,"4","MAA000884","pancreatic A cell",7.06402260525558,12.7647605136365,-3.98388666455679
"F8.MAA000884.3_10_M.1.1",3898,848230,"Combined",0,0.00509865971050122,0.0143510604435118,"4","MAA000884","pancreatic A cell",6.37533122832001,11.1112779915781,-1.9154322724683
"A17.MAA000884.3_10_M.1.1",89,119,"Combined",0,0.987308020477816,0.0672268907563025,"6","MAA000884","udf",-12.9360943956899,-12.8739119705535,4.98613569492311
"B19.MAA000884.3_10_M.1.1",4187,1652873,"Combined",0,0.0140071846399985,0.0175796930556673,"4","MAA000884","pancreatic A cell",4.94127270250417,13.3824467898848,-2.40211813301747
"C22.MAA000884.3_10_M.1.1",4598,3116229,"Combined",0,0.0101553268534401,0.0189225503003791,"4","MAA000884","udf",3.35986816948327,7.68583829531346,1.99215834502562
"E3.MAA000884.3_10_M.1.1",3781,611815,"Combined",0,0.00976934568366807,0.0128976896610904,"4","MAA000884","pancreatic A cell",8.95381365543991,15.3026430314976,-4.98159024466674
"F9.MAA000884.3_10_M.1.1",4428,810885,"Combined",0,0.00566520131697537,0.0131855935181931,"4","MAA000884","pancreatic A cell",5.63197667542328,12.4344292046037,-3.10279775915978
"G16.MAA000884.3_10_M.1.1",5115,1037821,"Combined",0,0.00372850279109729,0.00970880334855433,"1","MAA000884","type B pancreatic cell",8.42349291711194,-11.6295543687176,-2.23909509460292
"G17.MAA000884.3_10_M.1.1",3096,454786,"Combined",0,0.0255678470342969,0.00610177094281706,"4","MAA000884","pancreatic A cell",8.62576843579448,21.13444192072,-8.1928316225217
"H22.MAA000884.3_10_M.1.1",3929,2180427,"Combined",0,0.0181618004647058,0.0184917908281268,"4","MAA000884","udf",3.67696863965136,9.16321242592688,0.66734441693924
"J7.MAA000884.3_10_M.1.1",2171,237148,"Combined",0,0.0175406616897697,0.0227368563091403,"11","MAA000884","leukocyte",-28.1769986367895,-9.18389925528936,3.71081144311449
"H21.MAA000884.3_10_M.1.1",4136,3209443,"Combined",0,0.0107425496140148,0.0167119341268874,"4","MAA000884","udf",3.1166227848403,7.39744033216609,2.19170369516095
"J6.MAA000884.3_10_M.1.1",5517,1007480,"Combined",0,0.00195155777898856,0.0046105133600667,"1","MAA000884","type B pancreatic cell",5.7887598646017,-10.8968538501193,-2.72127086980177
"K10.MAA000884.3_10_M.1.1",4073,420012,"Combined",0,0.00745099429300627,0.00916402388503186,"4","MAA000884","pancreatic A cell",7.50873234003154,16.2802167616389,-6.02313458094169
"K11.MAA000884.3_10_M.1.1",4340,792124,"Combined",0,0.00661899518686936,0.0106612096085966,"4","MAA000884","pancreatic A cell",5.8892760516523,11.6436617333682,-3.17082217589126
"A18.MAA000884.3_10_M.1.1",4431,1142473,"Combined",0,0.00971327379626395,0.0183181571905857,"4","MAA000884","pancreatic A cell",5.14443090149135,11.3830178616029,-0.783607449251855
"B20.MAA000884.3_10_M.1.1",3937,1478152,"Combined",0,0.0137579298252169,0.0173229816690029,"4","MAA000884","pancreatic A cell",3.63941346130757,11.8081233193859,-2.17280262020909
"D1.MAA000884.3_10_M.1.1",165,233,"Combined",0,0.955551316291492,0.0343347639484979,"6","MAA000884","udf",-15.6108686436417,-13.9585338721499,5.79766965451129
"E4.MAA000884.3_10_M.1.1",3896,393738,"Combined",0,0.00928719343580866,0.00597859490320975,"4","MAA000884","pancreatic PP cell",12.2860794014922,16.6186160722131,-6.9194842031752
"F10.MAA000884.3_10_M.1.1",2756,420462,"Combined",0,0.0140021996421478,0.0230508345581765,"11","MAA000884","leukocyte",-27.8807570697344,-8.54213910979097,3.89954685097199
"G18.MAA000884.3_10_M.1.1",102,219,"Combined",0,0.989972068318146,0.0136986301369863,"6","MAA000884","udf",-13.4816795152611,-15.2012939402361,7.97184674345225
"I1.MAA000884.3_10_M.1.1",4221,683819,"Combined",0,0.00606981155386304,0.0131964745056806,"4","MAA000884","pancreatic A cell",7.43932853202781,15.5055165370289,-4.58771474706851
